Botanical name,CommonNames,ProductSKU,Category,OnHand, Price ,VolumeQuantity, VolumePrice 
Schizophragma hydrangeoides 'Moonlight',Moonlight Japanese Hydrangea,3073-STK-1G,Vines,5, $13.95 ,25, $13.70 
Schizophragma hydrangeoides 'Moonlight',Moonlight Japanese Hydrangea,3073-STK-3G,Vines,6, $33.50 ,25, $33.00 
Schizophragma hydrangeoides 'Moonlight',Moonlight Japanese Hydrangea,3073-LVF-4X6DIA,Vines,78, $395.00 ,25, $370.00 
Schizophragma hydrangeoides 'Roseum',Pink Japanese Hydrangea,5182-STK-3G,Vines,98, $33.50 ,25, $33.00 
Schizophragma hydrangeoides 'Roseum',Pink Japanese Hydrangea,5182-LVF-4X6SQ,Vines,20, $450.00 ,25, $425.00 
Scirpus acutus,Hard Stem Bulrush,4054-PL72,Grasses,538, $1.95 ,25, $1.95 
Scirpus acutus,Hard Stem Bulrush,4054-PL50,Grasses,704, $1.95 ,25, $1.95 
Scirpus atrovirens,"Dark Green Bulrush, Common Bulrush",2460-PL50,Grasses,16, $1.95 ,25, $1.95 
Scirpus cyperinus,Wool Grass,2461-PL50,Grasses,50, $-   ,25, $-   
Scirpus fluviatilis,River Bulrush,5090-PL32,Grasses,32, $2.95 ,25, $2.95 
Scirpus validus,"Softstem Bulrush, Great Bulrush",2463-PL72,Grasses,648, $1.95 ,25, $1.95 
Scirpus validus,"Softstem Bulrush, Great Bulrush",2463-PL50,Grasses,1490, $1.95 ,25, $1.95 
Scutellaria incana,"Hoary Skullcap, Downy Skullcap",1891-PL50,Perennials,148, $2.95 ,25, $2.95 
Sedum acre,"Moss Stonecrop, Wall Pepper Stonecrop, Golden carpet Stonecrop",844-9PT,Perennials,1, $2.50 ,25, $2.35 
Sedum acre,"Moss Stonecrop, Wall Pepper Stonecrop, Golden carpet Stonecrop",844-PL72,Perennials,1656, $-   ,, $-   
Sedum acre,"Moss Stonecrop, Wall Pepper Stonecrop, Golden carpet Stonecrop",844-PL50,Perennials,346, $0.95 ,25, $0.95 
Sedum album 'Coral Carpet',Coral Carpet Stonecrop,851-9PT,Perennials,50, $2.50 ,25, $2.35 
Sedum album 'Coral Carpet',Coral Carpet Stonecrop,851-PL50,Perennials,75, $0.95 ,25, $0.95 
Sedum cauticola 'Lidakense',Stonecrop,1111-9PT,Perennials,7, $2.50 ,25, $2.35 
Sedum cauticola 'Lidakense',Stonecrop,1111-PL50,Perennials,60, $1.50 ,25, $1.35 
Sedum floriferum 'Weihenstephaner Gold',"Stonecrop, Kamschatka Stonecrop",1114-9PT,Perennials,85, $2.50 ,25, $2.35 
Sedum floriferum 'Weihenstephaner Gold',"Stonecrop, Kamschatka Stonecrop",1114-PL72,Perennials,432, $0.95 ,25, $0.95 
Sedum floriferum 'Weihenstephaner Gold',"Stonecrop, Kamschatka Stonecrop",1114-PL50,Perennials,775, $1.25 ,25, $1.25 
Sedum hispanicum 'Blue Carpet',"Spanish Stonecrop, Little Blue Spanish Stonecrop, Tiny Buttons Sedum",1119-9PT,Perennials,155, $2.50 ,25, $2.35 
Sedum hybridum 'Back in Black',Back in Black Stonecrop,5612-1G,Perennials,14, $9.95 ,25, $9.70 
Sedum hybridum 'Czar's Gold',Stonecrop,1113-9PT,Perennials,69, $2.50 ,25, $2.35 
Sedum kamtschaticum,Russian Stonecrop,1124-9PT,Perennials,106, $2.50 ,25, $2.35 
Sedum kamtschaticum,Russian Stonecrop,1124-PL72,Perennials,1800, $0.85 ,25, $0.85 
Sedum kamtschaticum,Russian Stonecrop,1124-PL50,Perennials,597, $0.95 ,25, $0.95 
Sedum kamtschaticum 'Variegatum',Variegated Russian Stonecrop,1129-9PT,Perennials,84, $2.50 ,25, $2.35 
Sedum kamtschaticum 'Variegatum',Variegated Russian Stonecrop,1129-PL72,Perennials,581, $0.85 ,25, $0.85 
Sedum kamtschaticum 'Variegatum',Variegated Russian Stonecrop,1129-PL50,Perennials,498, $0.95 ,25, $0.95 
Sedum reflexum,Blue Spruce Stonecrop,1139-9PT,Perennials,105, $2.50 ,25, $2.35 
Sedum reflexum,Blue Spruce Stonecrop,1139-PL72,Perennials,900, $0.95 ,25, $0.95 
Sedum reflexum,Blue Spruce Stonecrop,1139-PL50,Perennials,1070, $0.95 ,25, $0.95 
Sedum reflexum 'Angelina',Golden Stonecrop,1141-1G,Perennials,20, $6.25 ,25, $6.00 
Sedum reflexum 'Angelina',Golden Stonecrop,1141-PL72,Perennials,3240, $0.85 ,25, $0.85 
Sedum reflexum 'Angelina',Golden Stonecrop,1141-PL50,Perennials,1882, $0.95 ,25, $0.95 
Sedum sexangulare,"Six-sided Stonecrop, Watch chain Stonecrop, Tasteless Stonecrop",1145-9PT,Perennials,361, $2.50 ,25, $2.35 
Sedum sexangulare,"Six-sided Stonecrop, Watch chain Stonecrop, Tasteless Stonecrop",1145-PL72,Perennials,648, $-   ,, $-   
Sedum sexangulare,"Six-sided Stonecrop, Watch chain Stonecrop, Tasteless Stonecrop",1145-PL50,Perennials,1000, $0.95 ,25, $0.95 
Sedum sieboldii,"October Daphne, Stonecrop",1150-9PT,Perennials,39, $2.50 ,25, $2.35 
Sedum sieboldii,"October Daphne, Stonecrop",1150-PL72,Perennials,402, $-   ,, $-   
Sedum spathulifolium 'Cape Blanco',Spoon-leaved Stonecrop,3095-1LTR,Perennials,4, $5.25 ,25, $5.00 
Sedum spectabile 'Autumn Fire',Showy Stonecrop,1153-1G,Perennials,1538, $6.25 ,25, $6.00 
Sedum spectabile 'Autumn Fire',Showy Stonecrop,1153-2G,Perennials,9, $8.25 ,25, $8.00 
Sedum spectabile 'Brilliant',"Showy Stonecrop, 3",1156-1G,Perennials,97, $6.95 ,25, $6.70 
Sedum spectabile 'Neon',Showy Stonecrop,1158-1G,Perennials,581, $6.95 ,25, $6.70 
Sedum spectabile Autumn Joy ('Herbstfreude'),Autumn Joy Stonecrop,1154-1G,Perennials,766, $6.25 ,25, $6.00 
Sedum spectabile Autumn Joy ('Herbstfreude'),Autumn Joy Stonecrop,1154-2G,Perennials,308, $8.25 ,25, $8.00 
Sedum spurium 'Fuldaglut',Two-row Stonecrop,1293-9PT,Perennials,7, $2.50 ,25, $2.35 
Sedum spurium 'Fuldaglut',Two-row Stonecrop,1293-PL72,Perennials,769, $0.95 ,25, $0.95 
Sedum spurium 'Fuldaglut',Two-row Stonecrop,1293-PL50,Perennials,1250, $0.95 ,25, $0.95 
Sedum spurium 'John Creech',Two-row Stonecrop,1294-9PT,Perennials,324, $2.50 ,25, $2.35 
Sedum spurium 'John Creech',Two-row Stonecrop,1294-PL72,Perennials,2743, $0.85 ,25, $0.85 
Sedum spurium 'John Creech',Two-row Stonecrop,1294-PL50,Perennials,1673, $0.95 ,25, $0.95 
Sedum spurium 'Tricolor',"Two-row Stonecrop, Variegated Two-row Stonecrop, Caucasian Stonecrop",1164-9PT,Perennials,402, $2.50 ,25, $2.35 
Sedum spurium 'Tricolor',"Two-row Stonecrop, Variegated Two-row Stonecrop, Caucasian Stonecrop",1164-PL72,Perennials,1005, $0.85 ,25, $0.85 
Sedum spurium 'Tricolor',"Two-row Stonecrop, Variegated Two-row Stonecrop, Caucasian Stonecrop",1164-PL50,Perennials,1169, $0.95 ,25, $0.95 
Sedum spurium 'Voodoo',Two-row Stonecrop,1303-9PT,Perennials,106, $2.50 ,25, $2.35 
Sedum spurium 'Voodoo',Two-row Stonecrop,1303-PL72,Perennials,432, $0.95 ,25, $0.95 
Sedum spurium Dragon's Blood ('Schorbuser Blut'),"Dragon's Blood Stonecrop, Stonecrop",1292-9PT,Perennials,298, $2.50 ,25, $2.35 
Sedum spurium Dragon's Blood ('Schorbuser Blut'),"Dragon's Blood Stonecrop, Stonecrop",1292-1G,Perennials,32, $6.25 ,25, $6.00 
Sedum spurium Dragon's Blood ('Schorbuser Blut'),"Dragon's Blood Stonecrop, Stonecrop",1292-PL72,Perennials,1782, $0.90 ,25, $0.90 
Sedum spurium Dragon's Blood ('Schorbuser Blut'),"Dragon's Blood Stonecrop, Stonecrop",1292-PL50,Perennials,3830, $0.95 ,25, $0.95 
Sedum takesimense Atlantis® ('Nonsitnal'),Atlantis® Stonecrop,5337-1G,Perennials,65, $6.95 ,25, $6.70 
Sedum telephium 'Matrona',Stonecrop,1323-1G,Perennials,1081, $6.95 ,25, $6.70 
Sedum ternatum,"Woodland Stonecrop, Whorled Stonecrop, Wild Stonecrop",1333-PL32,Perennials,82, $2.25 ,25, $2.25 
Sedum Vegetation Mats x Mixed Species,Sempergreen® Vegetation mats,3119-VGM,Perennials,23407, $123.75 ,25, $123.75 
Sedum x 'Bertram Anderson',Stonecrop,1110-1G,Perennials,1043, $6.25 ,25, $6.00 
Sedum x 'Dazzleberry',Stonecrop,4159-1G,Perennials,432, $6.25 ,25, $6.00 
Sedum x 'Dream Dazzler',Stonecrop,5221-1G,Perennials,48, $9.50 ,25, $9.25 
Sedum x 'Firecracker',Stonecrop,5222-1G,Perennials,462, $6.95 ,25, $6.70 
Sedum x 'Frosted Fire',Frosted Fire Stonecrop,4925-1G,Perennials,129, $9.50 ,25, $9.25 
Sedum x 'Lime Twister',Stonecrop,5143-9PT,Perennials,214, $3.95 ,25, $3.70 
Sedum x 'Lime Zinger',Stonecrop,3234-9PT,Perennials,108, $2.50 ,25, $2.35 
Sedum x 'Lime Zinger',Stonecrop,3234-1G,Perennials,433, $6.75 ,25, $6.50 
Sedum x 'Plum Dazzled',Stonecrop,5223-1G,Perennials,57, $7.95 ,25, $7.70 
Sedum x 'Puff Pastry™ Raspberry',Stonecrop Puff Pastry Raspberry,7855-1G,"Perennials, Bloomin' Easy®",1, $8.95 ,, $8.70 
Sedum x 'Puff Pastry™ White Chocolate',Stonecrop Puff Pastry White Chocolate,7856-1G,"Perennials, Bloomin' Easy®",93, $8.95 ,, $8.70 
Sedum x 'Vera Jameson',Stonecrop,1338-1LTR,Perennials,1250, $6.25 ,25, $6.00 
Sedum x 'Wildfire',Stonecrop,5224-1G,Perennials,7, $7.95 ,25, $7.70 
Sempervivum tectorum,"Hens and Chicks, House Leek",736-9PT,Perennials,326, $2.95 ,25, $2.70 
Sempervivum tectorum,"Hens and Chicks, House Leek",736-18PN,Perennials,139, $6.25 ,25, $6.00 
Senecio aureus,"Golden Ragwort, Golden Groundsel",1893-1LTR,Perennials,44, $5.50 ,25, $5.25 
Senecio aureus,"Golden Ragwort, Golden Groundsel",1893-PL50,Perennials,135, $3.50 ,25, $3.25 
Sesleria autumnalis,Autumn Moor Grass,2406-1G,Grasses,1735, $6.95 ,25, $6.70 
Sesleria heufleriana,"Blue-Green Moor Grass, Balkan Moor Grass",2410-1G,Grasses,59, $6.95 ,25, $6.70 
Shepherdia canadensis,Buffaloberry,1943-1G,Shrubs,0, $7.95 ,25, $7.70 
Silene uniflora 'Compacta',"Sea Campion, Rock Campion, Double Bladder Campion",739-9PT,Perennials,227, $2.50 ,25, $2.35 
Silene x robotii 'Rolly's Favorite',Campion,738-1G,Perennials,93, $6.25 ,25, $6.00 
Silphium  terebinthinaceum,Prairie Dock,7935-PL50,Perennials,190, $3.50 ,25, $3.50 
Silphium laciniatum,"Compass Plant, Pilot Plant, Polar Plant",1894-1LTR,Perennials,0, $5.95 ,25, $5.70 
Sisyrinchium nashii 'Suwannee',Blue-Eyed Grass,8239-1G,Grasses,35, $9.25 ,25, $9.25 
Smilacina racemosa,"False Solomon's Seal, Solomon's Plume",1897-1LTR,Perennials,0, $5.65 ,25, $5.50 
Solidago caesia,"Bluestem Goldenrod, Wreath Goldenrod",1898-1LTR,Perennials,587, $5.25 ,25, $5.00 
Solidago caesia,"Bluestem Goldenrod, Wreath Goldenrod",1898-PL50,Perennials,45, $2.65 ,25, $2.50 
Solidago canadensis,Canadian Goldenrod,4653-1LTR,Perennials,105, $5.25 ,25, $5.00 
Solidago flexicaulis,Zigzag Goldenrod,1899-1LTR,Perennials,117, $5.25 ,25, $5.00 
Solidago flexicaulis,Zigzag Goldenrod,1899-1G,Perennials,3, $6.25 ,25, $6.00 
Solidago graminifolia,Grass-leaved Goldenrod,1900-PL50,Perennials,860, $2.25 ,25, $2.25 
Solidago nemoralis,"Old Field Goldenrod, Gray Goldenrod",5299-1LTR,Perennials,151, $5.25 ,25, $5.00 
Solidago nemoralis,"Old Field Goldenrod, Gray Goldenrod",5299-PL50,Perennials,232, $1.95 ,25, $1.95 
Solidago ptarmicoides,Upland White Aster,4485-1LTR,Perennials,202, $5.95 ,25, $5.70 
Solidago ptarmicoides,Upland White Aster,4485-PL32,Perennials,2, $3.25 ,25, $3.15 
Solidago riddellii,Riddell's Goldenrod,7936-PL50,Perennials,125, $2.65 ,25, $2.65 
Solidago rigida,Stiff Goldenrod,1902-1LTR,Perennials,78, $5.25 ,25, $5.00 
Solidago rugosa,"Wrinkleleaf Goldenrod, Rough-leaved Goldenrod",1903-1LTR,Perennials,190, $5.25 ,25, $5.00 
Solidago rugosa,"Wrinkleleaf Goldenrod, Rough-leaved Goldenrod",1903-PL50,Perennials,97, $1.95 ,25, $1.95 
Solidago x Little Lemon ('Dansolitlem'),Dwarf Goldenrod,740-1G,Perennials,188, $6.25 ,25, $6.00 
Sophora japonica 'Regent',Regent Japanese Pagodatree,2308-200CM-10G,Trees,5, $105.00 ,25, $105.00 
Sorbaria sorbifolia,"False Spirea, Ash Leaf Spirea",1944-3G,Shrubs,1408, $11.75 ,25, $11.50 
Sorbaria sorbifolia Cherry on Top® ('Bococot'),Cherry on Top® Sorbaria,7857-2G,"Shrubs, Bloomin' Easy®",478, $15.50 ,25, $15.25 
Sorbus alnifolia,Korean Mountainash,3694-200CM-10G,Trees,9, $88.00 ,25, $88.00 
Sorbus aucuparia 'Rossica',Russian Mountainash,2326-250CM-15G,Trees,1, $98.00 ,25, $98.00 
Sorbus aucuparia Cardinal Royal® ('Michred'),Cardinal Royal® Mountainash,2325-45MM-WB,Trees,1, $200.00 ,25, $200.00 
Sorbus aucuparia Cardinal Royal® ('Michred'),Cardinal Royal® Mountainash,2325-250CM-15G,Trees,46, $98.00 ,25, $98.00 
Sorbus decora,Showy Mountainash,2329-45MM-WB,Trees,1, $210.00 ,25, $210.00 
Sorbus thuringiaca 'Fastigiata',Oakleaf Mountainash,2331-200CM-10G,Trees,3, $95.00 ,25, $95.00 
Sparganium eurycarpum,Giant Bur-Reed,2465-PL72,Grasses,828, $2.35 ,25, $2.35 
Sparganium eurycarpum,Giant Bur-Reed,2465-PL50,Grasses,830, $2.50 ,25, $2.50 
Spigelia marilandica 'Little Redhead',"Indian Pink, Woodland Pink Root",5508-1G,Perennials,22, $11.95 ,25, $11.70 
Spigelia marilandica 'Ragin Cajun',"Indian Pink, Woodland Pink Root",5509-1G,Perennials,125, $11.95 ,25, $11.70 
Spiraea alba,Meadowsweet,1954-1G,Shrubs,1096, $6.95 ,25, $6.70 
Spiraea albiflora,Japanese White Spirea,1955-3G,Shrubs,605, $12.50 ,25, $12.25 
Spiraea betulifolia ''Tor'',Birchleaf spiraea,8200-2G,Shrubs,156, $16.75 ,25, $16.50 
Spiraea japonica 'Anthony Waterer',Anthony Waterer Spirea,1963-2G,Shrubs,1215, $10.25 ,25, $10.00 
Spiraea japonica 'Anthony Waterer',Anthony Waterer Spirea,1963-3G,Shrubs,3874, $11.75 ,25, $11.50 
Spiraea japonica 'Crispa',Crisp Leaf Spirea,1966-3G,Shrubs,681, $11.75 ,25, $11.50 
Spiraea japonica 'Firelight',Firelight Spirea,5232-2G,Shrubs,697, $10.25 ,25, $10.00 
Spiraea japonica 'Froebelii',Froebelii Spirea,1991-3G,Shrubs,498, $11.75 ,25, $11.50 
Spiraea japonica 'Goldflame',Goldflame Spirea,1994-3G,Shrubs,2381, $11.75 ,25, $11.50 
Spiraea japonica 'Little Princess',Little Princess Spirea,1995-2G,Shrubs,433, $10.25 ,25, $10.00 
Spiraea japonica 'Little Princess',Little Princess Spirea,1995-3G,Shrubs,1347, $11.75 ,25, $11.50 
Spiraea japonica 'Macrophylla',Big Leaf Spirea,1998-3G,Shrubs,202, $11.75 ,25, $11.50 
Spiraea japonica 'Nana',Alpine Spirea,1962-2G,Shrubs,19, $10.25 ,25, $10.00 
Spiraea japonica 'Neon Flash',Neon Flash Spirea,2001-2G,Shrubs,811, $10.25 ,25, $10.00 
Spiraea japonica 'Neon Flash',Neon Flash Spirea,2001-3G,Shrubs,2244, $11.75 ,25, $11.50 
Spiraea japonica 'Shirobana',Shirobana Spirea,2002-2G,Shrubs,520, $10.25 ,25, $10.00 
Spiraea japonica 'Shirobana',Shirobana Spirea,2002-3G,Shrubs,1876, $11.75 ,25, $11.50 
Spiraea japonica Dakota Goldcharm® ('Mertyann'),Dakota Goldcharm® Spirea,2000-2G,Shrubs,889, $10.25 ,25, $10.00 
Spiraea japonica Magic Carpet® ('Walbuma'),Magic Carpet® Spirea,2004-2G,Shrubs,514, $10.25 ,25, $10.00 
Spiraea japonica Magic Carpet® ('Walbuma'),Magic Carpet® Spirea,2004-3G,Shrubs,708, $11.75 ,25, $11.50 
Spiraea japonica Pineapple Poprocks® ('Golden select'),Pineapple Poprocks® Spirea,7858-2G,"Shrubs, Bloomin' Easy®",121, $16.25 ,25, $16.00 
Spiraea japonica Poprocks® Petite ('Odessa'),Poprocks® Petite Spirea,5593-2G,"Shrubs, Bloomin' Easy®",840, $16.25 ,25, $16.00 
Spiraea japonica Rainbow Fizz™ ('Matgold'),Rainbow Fizz™ Spirea,5200-2G,"Shrubs, Bloomin' Easy®",470, $16.25 ,25, $16.00 
Spiraea latifolia,"Steeplebush, Meadowsweet",2006-1G,Shrubs,278, $7.75 ,25, $7.50 
Spiraea latifolia,"Steeplebush, Meadowsweet",2006-2G,Shrubs,306, $10.25 ,25, $10.00 
Spiraea nipponica 'Snowmound',Snowmound Spirea,2009-3G,Shrubs,815, $11.75 ,25, $11.50 
Spiraea prunifolia,Bridalwreath Spirea,2010-3G,Shrubs,1108, $11.75 ,25, $11.50 
Spiraea prunifolia,Bridalwreath Spirea,2010-7G,Shrubs,0, $44.00 ,25, $44.00 
Spiraea thunbergii Mellow Yellow ('Ogon'),Mellow Yellow Spirea,5092-2G,Shrubs,460, $16.50 ,25, $16.25 
Spiraea trilobata,"Dwarf Vanhouttei Spirea, Threelobe Spirea",2015-3G,Shrubs,78, $11.75 ,25, $11.50 
Spiraea x 'Gold Mound',Gold Mound Spirea,1960-2G,Shrubs,529, $10.25 ,25, $10.00 
Spiraea x 'Gold Mound',Gold Mound Spirea,1960-3G,Shrubs,1986, $11.75 ,25, $11.50 
Spiraea x arguta 'Graciosa',Dwarf Garland Spirea,1956-3G,Shrubs,693, $11.75 ,25, $11.50 
Spiraea x vanhouttei,Vanhouttei Spirea,2016-3G,Shrubs,673, $11.75 ,25, $11.50 
Spiraea x vanhouttei,Vanhouttei Spirea,2016-60CM-7G,Shrubs,17, $40.00 ,25, $40.00 
Sporobolus heterolepis,Prairie Dropseed,2424-PL50,Grasses,458, $2.50 ,25, $2.50 
Stachys byzantina,Lamb's Ear,745-9PT,Perennials,6, $2.95 ,25, $2.70 
Stachys byzantina,Lamb's Ear,745-1G,Perennials,81, $6.25 ,25, $6.00 
Stachys minima,Dwarf Betony,747-1G,Perennials,188, $6.95 ,25, $6.70 
Stachys monieri 'Hummelo',Alpine Betony,748-1G,Perennials,331, $6.25 ,25, $6.00 
Stachys officinalis 'The Bride',,5811-1G,Perennials,100, $6.25 ,25, $6.00 
Staphylea trifolia,Bladdernut,8187-1G,Trees,19, $8.95 ,25, $8.75 
Stephanandra incisa 'Crispa',Cutleaf Stephanandra,2018-2G,Shrubs,1829, $11.25 ,25, $11.00 
Stephanandra incisa 'Crispa',Cutleaf Stephanandra,2018-3G,Shrubs,871, $12.25 ,25, $12.00 
Stewartia pseudocamellia,Japanese Stewartia,3895-TF-150CM-BBC,Trees,7, $168.00 ,, $168.00 
Stewartia pseudocamellia,Japanese Stewartia,3895-TF-175CM-BBC,Trees,34, $188.00 ,25, $188.00 
Stokesia laevis 'Honeysong Purple',Stokes' Aster,4986-1G,Perennials,130, $7.95 ,25, $7.70 
Stokesia laevis 'Peachie's Pick',Stokes' Aster,4987-1G,Perennials,77, $7.95 ,25, $7.70 
Stokesia laevis 'Whitecaps',Whitecaps Stoke Aster,8053-1G,Perennials,24, $8.95 ,25, $8.70 
Strawberry x 'Allstar',Allstar Strawberry,5522-9PT,Fruit,59, $1.85 ,25, $1.80 
Strawberry x 'Eversweet',Eversweet Strawberry,4195-9PT,Fruit,16, $1.85 ,25, $1.80 
Strawberry x 'Eversweet',Eversweet Strawberry,4195-18PN,Fruit,0, $4.65 ,25, $4.50 
Strawberry x 'Fort Laramie',Fort Laramie Everbearing Strawberry,5438-9PT,Fruit,163, $1.85 ,25, $1.80 
Strawberry x 'Honeoye',Honeoye Strawberry,5317-9PT,Fruit,18, $1.85 ,25, $1.80 
Strawberry x 'Ozark Beauty',Ozark Beauty Strawberry,4191-9PT,Fruit,187, $1.85 ,25, $1.80 
Strawberry x 'Ozark Beauty',Ozark Beauty Strawberry,4191-18PN,Fruit,119, $4.65 ,25, $4.50 
Strawberry x 'Quinault',Quinault Everbearing Strawberry,5456-9PT,Fruit,45, $1.85 ,25, $1.80 
Stylophorum diphyllum,"Celandine Poppy, Yellow Wood Poppy, Flaming Poppy",1905-1G,Perennials,8, $6.95 ,25, $6.70 
Styrax japonicus,Japanese Snowbell,4043-175CM-10G,Trees,5, $105.00 ,25, $105.00 
Styrax japonicus,Japanese Snowbell,4043-TF-150CM-7G,Trees,1, $95.00 ,25, $95.00 
Styrax japonicus,Japanese Snowbell,4043-TF-200CM-10G,Trees,7, $108.00 ,, $108.00 
Symphoricarpos albus,Snowberry,2020-1G,Shrubs,0, $7.25 ,25, $7.00 
Symphoricarpos albus,Snowberry,2020-3G,Shrubs,1762, $11.75 ,25, $11.50 
Symphoricarpos doorenbosii Pink Posy™ ('Kolmapinpos'),Pink Posy™ Snowberry,7859-2G,"Shrubs, Bloomin' Easy®",116, $14.75 ,25, $14.50 
Symphoricarpos doorenbosii Pink Posy™ ('Kolmapinpos'),Pink Posy™ Snowberry,7859-7G,"Shrubs, Bloomin' Easy®",11, $46.00 ,, $-   
Symphoricarpos x chenaulti 'Hancock',Hancock Coralberry,2021-3G,Shrubs,320, $11.50 ,25, $11.25 
Symplocarpus foetidus,Skunk Cabbage,1906-2G,Perennials,23, $6.95 ,25, $6.70 
Symplocarpus foetidus,Skunk Cabbage,1906-PL32,Perennials,0, $3.95 ,25, $3.70 
Syringa josikaea 'Holger',Holger Lilac,3158-2G,Shrubs,0, $16.00 ,25, $15.50 
Syringa josikaea 'Holger',Holger Lilac,3158-50CM-5G,Shrubs,25, $19.00 ,25, $18.75 
Syringa josikaea 'Holger',Holger Lilac,3158-60CM-5G,Shrubs,88, $19.25 ,25, $19.00 
Syringa josikaea 'Holger',Holger Lilac,3158-80CM-5G,Shrubs,5, $19.50 ,25, $19.25 
Syringa josikaea 'Holger',Holger Lilac,3158-100CM-15G,Shrubs,0, $75.00 ,25, $75.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-2G,"Trees, Shrubs",734, $15.50 ,25, $15.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-3G,"Trees, Shrubs",3467, $16.25 ,25, $15.75 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-60CM-7G,"Trees, Shrubs",230, $52.00 ,25, $52.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-TG-40MM-BBC,"Trees, Shrubs",1, $295.00 ,25, $295.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-TG-80CM-7G,"Trees, Shrubs",21, $67.00 ,25, $65.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-TG-125CM-5G,"Trees, Shrubs",38, $67.00 ,25, $65.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-TG-125CM-7G,"Trees, Shrubs",213, $70.00 ,25, $60.00 
Syringa meyeri 'Palibin',Dwarf Korean Lilac,2031-POM-10G,"Trees, Shrubs",3, $95.00 ,25, $95.00 
Syringa meyeri Pearl Potion™ ('JDB123WHITEHOUSE'),Pearl Potion™,5595-2G,"Shrubs, Bloomin' Easy®",289, $16.95 ,25, $16.70 
Syringa patula 'Miss Kim',Miss Kim Lilac,2039-3G,Shrubs,777, $15.75 ,25, $15.50 
Syringa pekinensis Summer Charm® ('DTR 124'),Summer Charm® Tree Lilac,5164-50MM-WB,Trees,2, $225.00 ,25, $225.00 
Syringa pekinensis Summer Charm® ('DTR 124'),Summer Charm® Tree Lilac,5164-250CM-10G,Trees,75, $93.00 ,25, $93.00 
Syringa pekinensis Summer Charm® ('DTR 124'),Summer Charm® Tree Lilac,5164-250CM-15G,Trees,60, $95.00 ,25, $95.00 
Syringa pubescens subsp. julianae 'Hers',Weeping Lilac,2334-TG-150CM-10G,Trees,72, $78.00 ,25, $78.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-150CM-WB,Trees,11, $190.00 ,, $180.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-150CM-15G,Trees,82, $96.00 ,25, $96.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-175CM-WB,Trees,23, $210.00 ,25, $200.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-200CM-WB,Trees,34, $225.00 ,25, $215.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-225CM-WB,Trees,18, $235.00 ,25, $235.00 
Syringa reticulata,Japanese Tree Lilac,2065-CLP-250CM-WB,Trees,21, $245.00 ,25, $235.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-50MM-WB,"Trees, Shrubs",2, $230.00 ,25, $220.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-45MM-WB,"Trees, Shrubs",13, $220.00 ,25, $210.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-35MM-16G,"Trees, Shrubs",17, $103.00 ,25, $103.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-200CM-10G,"Trees, Shrubs",77, $88.00 ,25, $88.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-250CM-15G,"Trees, Shrubs",897, $98.00 ,25, $98.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-CLP-125CM-7G,"Trees, Shrubs",51, $62.00 ,25, $62.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-CLP-150CM-WB,"Trees, Shrubs",0, $198.00 ,25, $198.00 
Syringa reticulata 'Ivory Silk',Ivory Silk Tree Lilac,2336-CLP-300CM-WB,"Trees, Shrubs",1, $278.00 ,25, $278.00 
Syringa reticulata subsp. pekinensis Beijing Gold™ ('Zhang Zhiming'),Beijing Gold™ Tree Lilac,7860-250CM-15G,Trees,45, $96.00 ,25, $96.00 
Syringa vulgaris,Common Lilac,2067-1G,Shrubs,270, $7.25 ,25, $7.00 
Syringa vulgaris,Common Lilac,2067-3G,Shrubs,982, $12.50 ,25, $12.25 
Syringa vulgaris,Common Lilac,2067-125CM-WB,Shrubs,63, $105.00 ,25, $105.00 
Syringa vulgaris,Common Lilac,2067-150CM-WB,Shrubs,38, $115.00 ,25, $115.00 
Syringa vulgaris,Common Lilac,2067-175CM-WB,Shrubs,27, $120.00 ,25, $120.00 
Syringa vulgaris,Common Lilac,2067-200CM-WB,Shrubs,6, $135.00 ,25, $135.00 
Syringa x Baby Kim® ('SMNSDTP'),Baby Kim® Dwarf Lilac,5281-2G,Shrubs,23, $17.95 ,25, $17.70 
